Code|RUES|"Service des Impôts des Particuliers
(SIP)"|Secteur d'assiette (SA)|Trésorerie|Service des Impôts des Entreprises (SIE)|Pôle enregis-trement (PE)|"Service de Publicité Foncière 
(SPF) "|||||||
6624|PAUL FEVAL (IMP)|TN|2|0063|TN|TO3|TO1|||||||
6625|PAUL GAUGUIN (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6626|PAUL LAMBERT (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6627|PAUL LAMBERT (IMP)|TSO|3|0029|TMI|TO3|TO2|||||||
6628|PAUL LANGEVIN (AVE)|TSE|2|0028|TR|TO3|TO1|||||||
6629|PAUL GERVAIS (IMP)|TSO|3|0029|TMI|TO3|TO2|||||||
6629|PAUL GERVAIS (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6629|PAUL GERVAIS (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6630|PAUL HARRIS (ALL)|B|4|0092|B|TO3|TO1|||||||
6632|PAUL MERIEL (RUE)|TC|3|0027|TC|TO3|TO1|||||||
6636|PAUL MERLIN (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
6637|PAUL MESPLE (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
6638|PAUL MESPLE(IMP|TO|1|0018|TMI|TO3|TO2|||||||
6639|PAUL OURLIAC (AVE)|TO|2|0018|TMI|TO3|TO2|||||||
6640|PAUL PAINLEVE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6641|PAUL PELISSON (CHEM)|B|4|0092|B|TO3|TO1|||||||
6642|PAUL RICHE (PLACE)|TN|3|0063|TN|TO3|TO1|||||||
6643|PAUL ROCACHE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6644|PAUL SABATIER (ALL) (Impairs)|TC|3|0027|TC|TO3|TO1|||||||
6644|PAUL SABATIER (ALL) (Pairs)|TR|3|0065|TR|TO3|TO1|||||||
6648|PAUL SEJOURNE (AVE) (30 à la fin)|TNO|1|0064|TNO|TO3|TO1|||||||
6648|PAUL SEJOURNE (AVE) (Impairs et 2 à 28)|TNO|2|0064|TNO|TO3|TO1|||||||
6650|PAUL VACHET (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
6652|PAUL VALERY (RUE)|B|4|0092|B|TO3|TO1|||||||
6656|PAUL VERLAINE (IMP)|TN|3|0063|TN|TO3|TO1|||||||
6660|PAUL VIDAL (RUE)|TC|3|0027|TC|TO3|TO1|||||||
6662|PAULIN TALABOT (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
6663|PAULETTE PASTOR (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
6664|PAULY (IMP)|TSE|3|0028|TR|TO3|TO1|||||||
6665|PAULE RAYMONDIS (RUE)|B|4|0092|B|TO3|TO1|||||||
6668|PAVOTS (RUE DES)|B|4|0092|B|TO3|TO1|||||||
6670|PAYA (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
6672|PAYSSAT (CHEM DE) (99 à la fin)|TSE|4|0028|TR|TO3|TO1|||||||
6672|PAYSSAT (CHEM DE) (Pairs et 1 à 97)|TSE|3|0028|TR|TO3|TO1|||||||
6676|PECH (RUE DU)|TO|2|0018|TMI|TO3|TO2|||||||
6680|PECH DAVID (RUE)|TR|2|0065|TR|TO3|TO1|||||||
6684|PECHBUSQUE (CHEM DE)|TR|2|0065|TR|TO3|TO1|||||||
6687|PECHERS (IMP DES)|TN|4|0063|TN|TO3|TO1|||||||
6692|PEDRO GAILHARD (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
6694|PIERRE CARDENAL (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
6696|PEKIN (RUE DE)|TSO|3|0029|TMI|TO3|TO2|||||||
6698|PELICANS (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
6700|PELLEPORT (CHEM DE)|B|4|0092|B|TO3|TO1|||||||
6701|PELLEPORT (IMP)|B|4|0092|B|TO3|TO1|||||||
6704|PELLETIER D'OISY (RUE)|TR|1|0065|TR|TO3|TO1|||||||
6708|PELUDE (CHEM DE LA)|TR|4|0065|TR|TO3|TO1|||||||
6710|PELUDE (IMP DE LA)|TR|4|0065|TR|TO3|TO1|||||||
6712|PENENT (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6720|PENITENTS BLANCS (RUE)|TC|3|0027|TC|TO3|TO1|||||||
6724|PENITENTS GRIS (RUE DES)|TNO|1|0064|TNO|TO3|TO1|||||||
6728|PENSEES (RUE DES)|B|4|0092|B|TO3|TO1|||||||
6732|PEPINIERE (RUE DE LA)|B|4|0092|B|TO3|TO1|||||||
6736|PERBOSC (RUE)|TC|3|0027|TC|TO3|TO1|||||||
6740|PERCHEPINTE (PLACE)|TC|1|0027|TC|TO3|TO1|||||||
6744|PERCHEPINTE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
6745|PERE MARIE ANTOINE (ALLEE DU)|TNO|1|0064|TNO|TO3|TO1|||||||
6746|PERE RENE DE NAUROIS (ALL DU)|TNO|4|0064|TNO|TO3|TO1|||||||
6748|PERGOLA (PLACE DE LA)|TSE|2|0028|TR|TO3|TO1|||||||
6752|PERIGNON (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
6753|PERE BERGOUNIOUX (RUE DU)|TO|3|0018|TMI|TO3|TO2|||||||
6756|PERIGORD (RUE DU)|TC|3|0027|TC|TO3|TO1|||||||
6760|PERIOLE (RUE DE)|B|4|0092|B|TO3|TO1|||||||
6764|PERISSE (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
6766|PEROU (PASS)|TSE|4|0028|TR|TO3|TO1|||||||
6768|PERPIGNAN (CHEM DE)|TSO|3|0029|TMI|TO3|TO2|||||||
6772|PERREY (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
6776|PERTHUS (RUE DU)|TSE|4|0028|TR|TO3|TO1|||||||
6780|PERVENCHES (RUE DES)|B|4|0092|B|TO3|TO1|||||||
6784|PESCADOURE (CHEM DE LA)|TNO|4|0064|TNO|TO3|TO1|||||||
6787|PETIT CASTELET (RUE DU)|B|4|0092|B|TO3|TO1|||||||
6788|PETIT JACQUES (IMP)|B|4|0092|B|TO3|TO1|||||||
6789|PROFESSEUR MARQUES (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
6790|PETIT PRINCE (AVE DU)|TSE|4|0028|TR|TO3|TO1|||||||
6792|PETITE VITESSE (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
6796|PETRARQUE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
6798|PETUNIAS (IMP DES)|TNO|2|0064|TNO|TO3|TO1|||||||
6799|PEUPLIERS (IMP DES)|TNO|3|0064|TNO|TO3|TO1|||||||
6800|PEUPLIERS (RUE DES)|TNO|2|0064|TNO|TO3|TO1|||||||
6804|PEYRAS (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
6808|PEYRE ESCALLES (CHEM DE)|TR|2|0065|TR|TO3|TO1|||||||
6812|PEYRESOURDE (RUE DE)|TSE|2|0028|TR|TO3|TO1|||||||
6816|PEYROLADE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6820|PEYROLIERES (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
6824|PEYROU (PLACE DU)|TNO|1|0064|TNO|TO3|TO1|||||||
6828|PEYROUSET (RUE)|TR|2|0065|TR|TO3|TO1|||||||
6832|PEYTE (RUE)|B|4|0092|B|TO3|TO1|||||||
6835|PHILIPPE COURRIERE (RUE)|TSO|2|0029|TMI|TO3|TO2|||||||
6835|PHILIPPE COURRIERE (RPT)|TSO|3|0029|TMI|TO3|TO2|||||||
6836|PHARAON (RUE)|TC|1|0027|TC|TO3|TO1|||||||
6837|PHIDIAS (RPT)|TO|3|0018|TMI|TO3|TO2|||||||
6838|PHILADELPHE DE GERDE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
6839|PHILIPPE ARIES (ALL)|TR|4|0065|TR|TO3|TO1|||||||
6840|PHILIPPE FERAL (RUE)|TC|1|0027|TC|TO3|TO1|||||||
6841|PHILIPPE POLDERMAN (ALLEE)|TSE|3|0028|TR|TO3|TO1|||||||
6843|PICAREL (IMP)|TNO|2|0064|TNO|TO3|TO1|||||||
6844|PICARD (RUE)|B|4|0092|B|TO3|TO1|||||||
6845|PIC CARLIT (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
6846|PIC DES 3 SEIGNEURS (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
6848|PICARDIE (RUE DE)|TO|2|0018|TMI|TO3|TO2|||||||
6849|PIC DE MADIDES (IMP)|TSE|1|0028|TR|TO3|TO1|||||||
6850|PIERRE BARTHES (RUE)|B|4|0092|B|TO3|TO1|||||||
6851|PIC DE NABRE (IMP)|TSE|1|0028|TR|TO3|TO1|||||||
6852|PIERRE BAYLE (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
6854|PIERRE BAUDIS (RUE)|TC|1|0027|TC|TO3|TO1|||||||
6856|PIERRE BENECH (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
6858|PIERRE DAGUIN (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
6860|PIERRE BENECH (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6862|PIERRE BENOIT (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
6863|PIERRE BOURTHOUMIEUX (RDT POINT)|TSO|3|0029|TMI|TO3|TO2|||||||
6864|PIERRE BOURTHOUMIEUX (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6868|PIERRE BROSSOLETTE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
6871|PIERRE BUNEL (IMP)|B|4|0092|B|TO3|TO1|||||||
6872|PIERRE BRUNIERE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
6873|PIERRE CARDENAL (CHEM)|TO|4|0018|TMI|TO3|TO2|||||||
6875|PIERRE CAMO (IMP)|TNO|3|0064|TNO|TO3|TO1|||||||
6876|PIERRE CAZENEUVE (RUE) (72 à la fin)|TN|2|0063|TN|TO3|TO1|||||||
6876|PIERRE CAZENEUVE (RUE) (Impairs et 2 à 70)|TN|1|0063|TN|TO3|TO1|||||||
6877|PIERRE COT (RUE)|B|4|0092|B|TO3|TO1|||||||
6877|PIERRE COT (RUE)|B|2|0092|B|TO3|TO1|||||||
6878|ESP PIERRE GARRIGUES|TR|2|0065|TR|TO3|TO1|||||||
6879|PIERRE DEGON (RD POINT )|TNO|3|0064|TNO|TO3|TO1|||||||
6880|PIERRE CURIE (BLD)|TN|1|0063|TN|TO3|TO1|||||||
6881|PIERRE CURIE (IMP)|TN|1|0063|TN|TO3|TO1|||||||
6882|PIERRE DELDI (IMP)|TO|1|0018|TMI|TO3|TO2|||||||
6883|PIERRE FONTAN (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6884|PIERRE D'ARAGON (RUE)|TN|1|0063|TN|TO3|TO1|||||||
6885|PIERRE FONS (IMP)|TO|2|0018|TMI|TO3|TO2|||||||
6886|PIERRE G. LATECOERE (RUE)|TR|4|0065|TR|TO3|TO1|||||||
6888|PIERRE JUPPONT (RUE)|B|4|0092|B|TO3|TO1|||||||
6889|PIERRE JARRE (RUE)|TR|2|0065|TR|TO3|TO1|||||||
6890|PIERRE GUILLAUMAT  ( RPT)|TR|4|0065|TR|TO3|TO1|||||||
6892|PIERRE LAPLACE (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
6893|PIERRE LARTIGUE (PLACE)|TO|3|0018|TMI|TO3|TO2|||||||
6893|PIERRE LARTIGUE (PLACE)|TO|001|0018|TMI|TO3|TO2|||||||
6896|PIERRE LAROUSSE (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
6900|PIERRE LAUZERAL (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
6904|PIERRE LOTI (RUE)|B|4|0092|B|TO3|TO1|||||||
6906|PIERRE MAGI (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
6907|PIERRE MAURAND (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
6909|PIERRE MOUNICQ (RPT)|TNO|4|0064|TNO|TO3|TO1|||||||
6910|PIERRE MOLETTE (AVE)|TO|3|0018|TMI|TO3|TO2|||||||
6911|PIERRE NOUGARO (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
6912|PIERRE RUBENS (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
6913|PIERRE POTIER (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
6914|PIERRE SALIES (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
6915|PIERRE SAVIGNOL (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
6916|PIERRE SEMARD (BLD)|B|4|0092|B|TO3|TO1|||||||
6917|PIERRE-GILLES DE GENNES (RPT)|B|4|0092|B|TO3|TO1|||||||
6919|PROF PIERRE VELLAS (RUE DU)|TO|2|0018|TMI|TO3|TO2|||||||
6920|PIERRE SOUFFRON (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
6921|PIERRETTE LOUIN (RUE)|B|4|0092|B|TO3|TO1|||||||
6922|PIERRE WALLAERT (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
6923|PIERRE WALLAERT (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
6924|PIERRE TURPIN (RUE) (Impairs)|TN|1|0063|TN|TO3|TO1|||||||
6924|PIERRE TURPIN (RUE) (Pairs)|TN|2|0063|TN|TO3|TO1|||||||
6925|PIC DE LANOUX (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
6926|PIGEONNIER DE CEPIERE (CHEM DU)|TO|2|0018|TMI|TO3|TO2|||||||
6927|PIERRETTE ET ROGER ST JEAN (RPT)|TSO|3|0029|TMI|TO3|TO2|||||||
6928|PIGNI (RUE)|B|4|0092|B|TO3|TO1|||||||
6930|PILATRE DE ROZIER (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
6932|PINS (ALL DES)|TSO|3|0029|TMI|TO3|TO1|||||||
6934|PIONNIERS DE L'AEROPOSTALE (ALL)|TSE|3|0028|TR|TO3|TO1|||||||
6936|PIQUEMIL (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6940|PIVOINES (RUE DES)|TR|2|0065|TR|TO3|TO1|||||||
6944|PLAGE (CHEM DE LA)|TNO|2|0064|TNO|TO3|TO1|||||||
6949|PLAINE (PASS DE LA)|TSO|3|0029|TMI|TO3|TO2|||||||
6952|PLAISANCE (RUE DE)|TNO|2|0064|TNO|TO3|TO1|||||||
6956|PLANQUETTE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
6960|PLANTIER (RUE)|TSE|1|0028|TR|TO3|TO1|||||||
6964|PLATANES (BLD DES)|TC|1|0027|TC|TO3|TO1|||||||
6968|PLEAU (RUE DE LA)|TC|1|0027|TC|TO3|TO1|||||||
6972|POIDS DE L'HUILE (RUE DU)|TC|1|0027|TC|TO3|TO1|||||||
6976|POISSON (RUE DU)|B|4|0092|B|TO3|TO1|||||||
6980|POITOU (RUE DU)|TSO|3|0029|TMI|TO3|TO2|||||||
6983|POLE (RUE DU)|TNO|2|0064|TNO|TO3|TO1|||||||
6984|POLINAIRES (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
6988|POMME (RUE DE LA) (1 à 59 et Pairs)|TC|1|0027|TC|TO3|TO1|||||||
6988|POMME (RUE DE LA) (61 à la fin)|TNO|1|0064|TNO|TO3|TO1|||||||
6989|POMMERAIE (IMP DE LA)|B|4|0092|B|TO3|TO1|||||||
6992|PONS (RUE)|TR|1|0065|TR|TO3|TO1|||||||
6993|PONS CAPDENIER (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
6995|PONTILS (IMP DES)|TSE|3|0028|TR|TO3|TO1|||||||
6996|PONT DE RUPE (CHEM DU)|TNO|2|0064|TNO|TO3|TO1|||||||
7000|PONT DE TOUNIS (RUE DU)|TC|1|0027|TC|TO3|TO1|||||||
7004|PONT GUILHEMERY (RUE DU) (1 à 9)|TC|1|0027|TC|TO3|TO1|||||||
7004|PONT GUILHEMERY (RUE DU) (2 à 10)|TC|1|0027|TC|TO3|TO1|||||||
7004|PONT GUILHEMERY (RUE DU) (11 à la fin et 12 à la fin)|TSE|1|0028|TR|TO3|TO1|||||||
7008|PONT MONTAUDRAN (RUE DU)|TC|1|0027|TC|TO3|TO1|||||||
7012|PONT NEUF (PLACE DU)  (Pairs)|TC|1|0027|TC|TO3|TO1|||||||
7012|PONT NEUF (PLACE DU) (Impairs)|TNO|1|0064|TNO|TO3|TO1|||||||
7015|PONT SAINT MICHEL (IMP DU )|TC|1|0027|TC|TO3|TO1|||||||
7016|PONT SAINT PIERRE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
7020|PONT VIEUX (RUE DU)|TSO|3|0029|TMI|TO3|TO2|||||||
7026|PORT SAINT ETIENNE (Impairs)|TC|1|0027|TC|TO3|TO1|||||||
7026|PORT SAINT ETIENNE (Pairs)|TSE|1|0028|TR|TO3|TO1|||||||
7027|PORT GARAUD (RUE DU)|TC|1|0027|TC|TO3|TO1|||||||
7028|PORTE SARDANE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
7032|PORTILLON (RUE DU)|TSE|4|0028|TR|TO3|TO1|||||||
7040|POTIERS (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
7044|POUDEPE (RUE)|TC|1|0027|TC|TO3|TO1|||||||
7052|POUSET (RUE DU)|TR|2|0065|TR|TO3|TO1|||||||
7056|POUTIER (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
7060|POUTIROUX (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
7064|POUVILLON (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
7068|POUVILLON (RUE)|TO|4|0018|TMI|TO3|TO2|||||||
7072|POUVOURVILLE (CHEM DE)|TR|2|0065|TR|TO3|TO1|||||||
7076|POUZONVILLE (RUE)|TC|3|0027|TC|TO3|TO1|||||||
7080|PRADAL (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
7083|PRADET (RUE)|B|4|0092|B|TO3|TO1|||||||
7084|PRADET (CHEM)|B|4|0092|B|TO3|TO1|||||||
7088|PRADETTES (CHEM DES)|TO|3|0018|TMI|TO3|TO2|||||||
7089|PRADETTES (PLACE DES)|TO|3|0018|TMI|TO3|TO2|||||||
7092|PRADO (RUE DU)|TO|2|0018|TMI|TO3|TO2|||||||
7096|PRAT LONG (CHEM DU)|TNO|4|0064|TNO|TO3|TO1|||||||
7100|PREFECTURE (IMP DE LA)|TC|1|0027|TC|TO3|TO1|||||||
7102|PRE FERME (RUE DU )|B|4|0092|B|TO3|TO1|||||||
7102|PRE FERME (RUE DU)|B|4|0092|B|TO3|TO1|||||||
7108|PRENDS Y GARDE (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
7116|PRESIDENT DOUMERGUE (AVE)|B|4|0092|B|TO3|TO1|||||||
7118|PRESIDENT MICHEL DESPAX (ESPL)|TNO|2|0064|TNO|TO3|TO1|||||||
7120|PRESIDENT ROOSEVELT (ALL)  (Impairs)|TC|1|0027|TC|TO3|TO1|||||||
7120|PRESIDENT ROOSEVELT (ALL) (Pairs)|TC|1|0027|TC|TO3|TO1|||||||
7124|PRETRES (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
7128|PRIEURE (RUE)|TNO|1|0064|TNO|TO3|TO1|||||||
7132|PRIMEVERES (RUE DES)|B|4|0092|B|TO3|TO1|||||||
7135|PROFESSEUR JEAN DAUSSET (AVENUE DU)|TO|4|0018|TMI|TO3|TO2|||||||
7136|PRINCES (RUE DES)|B|4|0092|B|TO3|TO1|||||||
7137|PRILLOUME (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
7138|PROFESSEUR FRANCOIS COMBES(PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
7139|PROFESSEUR GASTON ASTRE (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
7140|PRINTEMPS (RUE DU)|TC|3|0027|TC|TO3|TO1|||||||
7142|PROFESSEUR ACHILLE MESTRE(IMP)|TO|2|0018|TMI|TO3|TO2|||||||
7143|PROFESSEUR BUHL (CHEM)|TO|2|0018|TMI|TO3|TO2|||||||
7144|PROFESSEUR CAMILLE SOULA (ALL)|TSO|3|0029|TMI|TO3|TO2|||||||
7145|PROFESSEUR J. POULHES(AVE)|TR|2|0065|TR|TO3|TO1|||||||
7146|PROFESSEUR GRAILLOT (IMP)|TO|2|0018|TMI|TO3|TO2|||||||
7147|PROFESSEUR JEAN DONAT (IMP)|TO|2|0018|TMI|TO3|TO2|||||||
7148|PROFESSEUR JOSEPH DUCUING (AVE)|TR|2|0065|TR|TO3|TO1|||||||
7149|PROFESSEUR FRANCISCO SANCHEZ (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
7151|PROFESSEUR LEOPOLD ESCANDE (BLD)|TC|1|0027|TC|TO3|TO1|||||||
7152|PROFESSEUR JAMMES (RUE)|TN|1|0063|TN|TO3|TO1|||||||
7153|PROFESSEUR JEAN SENDRAIL (RUE)|TO|2|0018|TMI|TO3|TO2|||||||
7154|PROFESSEUR JULES PICAVET (IMP)|TO|2|0018|TMI|TO3|TO2|||||||
7155|PROFESSEUR JOSEPH ANGLADE (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
7156|PROFESSEUR MARTIN (RUE)|B|4|0092|B|TO3|TO1|||||||
7157|PROFESSEUR BOUASSE (CHEM)|TO|2|0018|TMI|TO3|TO2|||||||
7158|PROFESSEUR NOUGAYROL (IMP)|TO|2|0018|TMI|TO3|TO2|||||||
7159|PROFESSEUR REY (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
7160|MARTINI (PROLONG DE LA RUE)|TSE|4|0028|TR|TO3|TO1|||||||
7162|PROFESSEUR FERNAND CAUJOLLE (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
7163|PROFESSEUR JEAN CUILLE (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
7164|PROUD HOM (IMP)|TSE|4|0028|TR|TO3|TO1|||||||
7165|PROFESSEUR PAUL LOUIS CHELLE (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
7166|PROFESSEUR DANIEL BLANC ( RPT)|TSO|2|0029|TMI|TO3|TO2|||||||
7168|PROVENCE (RUE DE)|TR|1|0065|TR|TO3|TO1|||||||
7172|PROVIDENCE (RUE DE LA)|B|4|0092|B|TO3|TO1|||||||
7174|PUGENS (RUE DE)|TSE|4|0028|TR|TO3|TO1|||||||
7176|PUITS CLOS (PLACE DES)|TNO|1|0064|TNO|TO3|TO1|||||||
7180|PUITS CLOS (RUE DES) (4 à la fin)|TC|1|0027|TC|TO3|TO1|||||||
7180|PUITS CLOS (RUE DES) (Impairs et 2)|TNO|1|0064|TNO|TO3|TO1|||||||
7184|PUITS CREUSES (RUE DES)|TNO|1|0064|TNO|TO3|TO1|||||||
7188|PUITS VERTS (RUE DU)|TNO|1|0064|TNO|TO3|TO1|||||||
7192|PUJIBET (CHEM)|B|4|0092|B|TO3|TO1|||||||
7193|PUJIBET (IMP)|B|4|0092|B|TO3|TO1|||||||
7196|PURPAN (RUE DE)|TO|4|0018|TMI|TO3|TO2|||||||
7200|PUY DE DOME (RUE DU)|TSE|4|0028|TR|TO3|TO1|||||||
7204|PUYMAURIN (RUE DE)|TR|3|0065|TR|TO3|TO1|||||||
7208|PYRENEES (RUE DES)|TR|3|0065|TR|TO3|TO1|||||||
7211|QUATORZE JUILLET (PASS)|TSO|3|0029|TMI|TO3|TO2|||||||
7212|QUATORZE JUILLET (RUE DU)|TO|3|0018|TMI|TO3|TO2|||||||
7214|QUATORZIEME REGIMENT D'INFANTERIE (AVE)|TR|2|0065|TR|TO3|TO1|||||||
7216|QUATRE BILLARDS (RUE DES)|TC|1|0027|TC|TO3|TO1|||||||
7220|QUATRE SEPTEMBRE (RUE DU)|TSO|3|0029|TMI|TO3|TO2|||||||
7224|QUERCY (ALL DU)|TSO|3|0029|TMI|TO3|TO2|||||||
7226|QUERIGUT (RUE)|TO|3|0018|TMI|TO3|TO2|||||||
7228|QUETEURS (RUE DES)|TNO|1|0064|TNO|TO3|TO1|||||||
7232|QUEVEN (RUE DE)|TC|3|0027|TC|TO3|TO1|||||||
7236|QUILMERY (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
7240|RABASTENS (RUE DE)|B|4|0092|B|TO3|TO1|||||||
7244|RABELAIS (RUE)|TNO|2|0064|TNO|TO3|TO1|||||||
7248|RAISIN (CHEM DU)|TN|1|0063|TN|TO3|TO1|||||||
7256|RAMEL (IMP)|TO|4|0018|TMI|TO3|TO2|||||||
7259|RAMELET (ESPACE DU )|B|4|0092|B|TO3|TO1|||||||
7260|RAMELET MOUNDI (CHEM DE)|TO|3|0018|TMI|TO3|TO2|||||||
7262|RAMIERS DES CATALANS (IMP)|TNO|2|0064|TNO|TO3|TO1|||||||
7268|RANGUEIL (AVE DE) (1 à 79 et 2 à 70)|TR|1|0065|TR|TO3|TO1|||||||
7268|RANGUEIL (AVE DE) (81 à la fin et 72 à la fin)|TR|4|0065|TR|TO3|TO1|||||||
7269|RAOUL FOLLEREAU (IMP)|B|4|0092|B|TO3|TO1|||||||
7270|RAOUL BERGOUGNAN (RUE)|TN|4|0063|TN|TO3|TO1|||||||
7271|RAOUL DUFY (RUE)|TN|4|0063|TN|TO3|TO1|||||||
7272|RAOUL PONCHON (RUE)|TN|2|0063|TN|TO3|TO1|||||||
7276|RAPAS (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
7279|RAPHAEL (IMP)|TN|4|0063|TN|TO3|TO1|||||||
7280|RAPHAEL (RUE)|TN|4|0063|TN|TO3|TO1|||||||
7281|LT CL RAPHAEL FOLLIOT (IMP DU)|B|4|0092|B|TO3|TO1|||||||
7283|RASEYRE (IMP DE)|TO|2|0018|TMI|TO3|TO2|||||||
7284|RASEYRE (CHEM DE)|TO|2|0018|TMI|TO3|TO2|||||||
7288|RASPAIL (PLACE)|TSE|2|0028|TR|TO3|TO1|||||||
7292|RASPAIL (RUE)|TSE|2|0028|TR|TO3|TO1|||||||
7296|RAT (CHEM DU)|TR|2|0065|TR|TO3|TO1|||||||
7300|RAVELIN (PLACE DU)|TSO|3|0029|TMI|TO3|TO2|||||||
7304|RAVELIN (RUE DU)|TSO|3|0029|TMI|TO3|TO2|||||||
7305|RAYMOND BADIOU ( AVE)|TO|2|0018|TMI|TO3|TO2|||||||
7306|RAYMOND CORRAZE (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
7307|RAYMOND DELMOTTE (RUE)|TSE|3|0028|TR|TO3|TO1|||||||
7308|RAYMOND DE LA TAILHEDE (RUE)|TO|1|0018|TMI|TO3|TO2|||||||
7309|RAYMOND BOULOGNE (RUE)|TSE|4|0028|TR|TO3|TO1|||||||
7312|RAYMOND ICART (RUE)|B|4|0092|B|TO3|TO1|||||||
7313|RAYMOND GRIMAUD (PLACE)|TO|2|0018|TMI|TO3|TO2|||||||
7314|RAYMOND LIZOP (RUE)|TSO|3|0029|TMI|TO3|TO2|||||||
7315|RAYMAOND RUELLE (ROND-POINT)|TO|1|0018|TMI|TO3|TO2|||||||
7316|RAYMOND NAVES (AVE) (1 à 149) (2 à 154)|TSE|1|0028|TR|TO3|TO1|||||||
7317|RAYMOND SERRAVERE (IMP)|TSO|3|0029|TMI|TO3|TO2|||||||
7318|RAYMOND SABARICH (IMP)|TO|3|0018|TMI|TO3|TO2|||||||
7320|RAYMOND IV (RUE)|TC|3|0027|TC|TO3|TO1|||||||
7321|RAYMOND SERRAVERE (PLACE)|TSO|3|0029|TMI|TO3|TO2|||||||
7322|RAYMOND VANIER (RUE)|TSE|3|0028|TR|TO3|TO1|||||||
